"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63";"V64";"V65";"V66";"V67";"V68";"V69";"V70";"V71";"V72";"V73";"V74";"V75";"V76";"V77";"V78";"V79";"V80";"V81";"V82";"V83";"V84";"V85";"V86";"V87";"V88";"V89";"V90";"V91";"V92";"V93";"V94";"V95";"V96";"V97";"V98";"V99";"V100";"V101";"V102";"V103";"V104";"V105";"V106";"V107";"V108";"V109";"V110";"V111";"V112";"V113";"V114";"V115";"V116";"V117";"V118";"V119";"V120";"V121";"V122";"V123";"V124";"V125";"V126";"V127";"V128";"V129";"V129.1"
"346";0.83472947;-1.1540476;-0.67374342;-0.54830185;-1.6260189;-0.7924813;-0.96068184;-1.3755233;-0.25438463;-0.46503583;-1.3884679;0.091718425;0.282896;0.3159244;-0.22398807;-0.79177663;-1.2047834;0.022467392;-0.82634249;-0.57591298;-0.13019734;-0.26717684;-1.3129786;-1.2487533;0.022597312;-0.41032798;-0.86175298;-0.53723789;0.046900472;-0.57766305;-0.65998312;0.66715268;0.63567137;-0.073144486;0.054749105;-0.42074578;-0.27711176;-0.27421558;-1.1429529;0.36962259;0.022142564;-0.47332975;0.44938821;0.84823961;0.87543726;-0.48927399;-0.80631683;1.2101703;-0.42098611;1.1053841;1.1898854;0.8480023;1.0037317;1.6405479;0.39902321;0.57508681;1.2323725;1.0582816;2.3407197;1.0918737;2.0662471;1.6292556;2.3789681;1.7233303;2.2846684;1.8729786;1.9703801;1.9161718;1.6495781;2.5087119;1.685699;2.3881037;2.058306;2.1085474;-0.55398046;-0.5232649;-0.18511723;0.13371378;-0.63588322;-0.4753277;-0.24967805;-0.42945653;0.66321117;-0.88706621;0.16586095;-0.24528578;-0.15798447;-0.029832925;-1.024967;-1.5415546;0.091490519;-1.2759732;-0.59224462;-0.089168297;-0.13811272;-0.41375142;-1.1618122;0.12108466;-0.54730464;-0.12610663;-0.94322542;-1.5699557;0.0078379438;-0.72622358;0.12540562;-0.030356088;-0.31499467;-0.93313877;-0.056507896;0.65142672;-0.71472754;-0.14763693;-0.99010266;-0.20778045;-0.79262153;0.54360832;-0.61715178;-0.51967967;-1.4865589;-0.31864439;-0.20250997;-0.6862095;-0.4801094;-1.1668816;-0.94343246;-0.70424019;-0.93185099;0.03474953;2
"783";-1.0586222;-0.75409242;-0.87139782;-0.70090982;-1.3735605;-1.4260064;-0.88497203;-0.87787099;-0.43206229;-1.1246324;-1.0304885;-1.0631638;-1.5439937;-1.1355146;-1.1328816;-0.90201878;-1.201919;-0.74676245;-1.2958868;-0.52744786;0.54927458;0.80277925;0.70834876;0.92604634;0.92353697;0.81062463;0.62602161;0.41450554;1.1393006;0.97323048;0.77049735;0.68132632;1.1472331;1.2111143;1.0230249;0.40268675;1.0722855;0.71320832;0.56909619;0.70055842;1.1959054;0.41881532;0.90388903;0.59291703;0.7952422;0.65335055;0.75512842;1.1722053;0.73251683;0.89619495;0.70336941;1.2246921;1.2079086;0.78989234;0.67925523;0.89429994;0.93896107;0.94890868;0.66225226;1.2411702;0.7702636;1.3566997;0.80871951;0.67106358;0.90977997;0.75880738;0.91850531;0.98555046;0.47320236;0.44234493;0.78121089;0.60574722;0.73898155;1.0961361;0.94008703;0.22950674;1.3847702;1.0701448;0.54408803;1.1591542;0.916594;0.43163159;1.4195066;0.5185113;0.5694133;0.58178457;1.3339399;1.3258203;0.61616123;0.60604284;0.76088341;1.1057384;-1.2730452;-0.71201486;-1.242101;-1.4873105;-1.2292952;-0.96976271;-1.7850546;-1.0714524;-1.6429229;-0.70397003;-0.97217098;-1.1561023;-0.5344459;-1.5439388;-1.0083639;-0.65833763;-0.88137549;-1.0811177;-0.64580255;-0.77021249;-0.91025034;-1.2901409;-0.91464119;-0.94133942;-1.385889;-0.76008544;-1.0783508;-1.4379719;-0.48558395;-1.1044402;-1.6183717;-1.2973592;-1.5184856;-1.5343826;-1.1172455;-1.5548271;1
"806";-1.0682264;-1.2507;-0.12255952;-0.37679023;-1.5484277;-0.87195484;0.067437205;-0.11801371;-0.23032236;-0.64400262;0.26901254;0.26225096;-0.62593945;-0.48136964;-1.1370735;-0.1670566;-0.91901758;-1.3398371;-0.6371199;-0.92391703;-0.36800853;-0.90747235;-0.5019106;-0.12251771;-0.080497252;0.54581527;0.18356567;-0.13240908;-0.1609129;-0.45194307;0.50988994;0.090945047;0.14656177;0.15907382;0.36605631;0.20877226;0.8650369;1.3875265;1.1559979;0.4478389;0.58958356;1.4113167;1.416635;1.4591311;1.5885503;0.59960796;0.46103295;1.2160181;0.65197323;1.6114784;1.7790508;1.2184361;0.79696561;0.39598267;2.1108795;2.2924595;1.8048837;2.2005243;1.7669234;1.7594475;2.0426034;2.736299;2.2632731;2.5147128;2.4141436;2.7325349;-0.19026424;-0.14890627;-0.17045544;-0.17058591;-1.1408501;-0.44567745;-0.56805531;-0.61073368;0.091293668;-0.087774866;-0.041272414;-0.93192169;-0.4317053;-0.095581865;-0.82601482;-0.77897228;-1.0143669;-0.27811722;-0.41814121;-0.68831931;-0.77825808;-1.2888159;-0.67282777;-0.19930408;-1.2079557;-1.1003563;0.31212291;-0.48105608;-0.33061164;-0.71744082;-0.5810787;-1.386441;-0.46979328;-0.54764482;-0.47221082;-0.8316387;-0.45804665;-0.010418289;-0.42800026;0.10081165;-0.63396613;-0.87097551;-0.85808832;-0.33481801;-0.44416936;-0.22303875;-0.18742906;-0.45037525;0.015627927;-0.25802473;-0.77111298;-0.54288314;-1.167328;-0.34882305;-1.4639622;0.14051554;-0.17749773;-0.57404341;-1.3917747;-0.7969072;-0.66570088;-0.81206625;2
"358";-0.95675128;-1.3439712;-0.6331376;-0.92870444;0.24178466;-0.36255509;-1.2363237;-0.52304001;-0.59469252;-0.46998147;-0.97972836;-1.3535647;-1.1403014;-0.11008198;-0.79510973;-1.0189157;-0.28843714;0.018305231;-0.58346851;-1.1816766;-0.26370483;-0.48756025;0.2162146;-0.23342297;-0.45809377;-0.71757349;-0.53628433;-0.93265265;-0.7066385;0.14452145;-0.94583297;-0.24140379;-0.25654778;-0.59948703;-0.63070448;-0.92348004;-0.52633034;-0.1495235;-0.047860928;0.44323337;-0.26230087;0.10404964;0.33039843;0.35409324;0.47179927;-0.37016689;1.6620488;-0.38723902;0.26907933;0.58869227;0.63125033;0.11104433;0.75591636;1.4086803;0.45079642;0.4693467;1.2235094;1.2222152;2.1062949;0.96038936;1.2909586;0.90185221;1.3106388;2.1822296;1.4027616;1.7573503;1.6015755;1.5859227;2.105072;1.0616545;1.2386117;1.432216;1.4585034;1.8803793;2.7029777;1.3038194;2.738618;2.0442489;1.8581083;2.4335051;1.2744305;-0.35317828;-0.060265736;-0.38490879;-0.10759462;-1.0774572;0.095948339;-0.9547881;-0.83415854;-0.16878624;-0.6728974;-1.1428515;-1.4073509;-1.3287957;-0.46255074;-1.1907059;-0.20450656;0.1270277;-0.78964686;-0.47267829;-0.40549341;-0.789322;-0.99340005;-0.69846397;-0.44714641;-0.8795719;0.52030349;-0.57174222;-0.17541445;-0.21543447;-0.30059353;-0.70816205;-1.1194422;-0.39136116;-1.1623106;-0.69315891;-0.079307398;-0.546697;-1.8722384;-1.0692776;-0.12158879;-0.23087532;-0.12916031;0.27308389;-0.36880315;-1.1061854;0.38930642;-0.28924566;2
"5";-1.1360166;-1.3191953;-1.8446238;-0.78869178;-0.2517154;-1.4876032;-0.66876407;-0.34036037;-1.0463815;-0.31221353;-1.0314417;-1.200578;-0.65047603;-1.6195842;-0.41275132;-1.0506705;-1.1751243;-0.42783798;-1.2002837;-0.58726538;-1.1734667;-0.31876559;-1.7099666;-1.6916216;-1.0547829;-1.3315449;-0.68978191;-0.74499051;-0.98390993;-1.191218;-0.54900341;0.58491821;-0.59228439;-0.7627931;-0.28296076;-0.43538394;0.12619921;-0.32895937;-1.4540955;-0.52808624;-0.090953766;0.079060275;-1.1441439;-1.0339176;-0.45585968;-0.53545457;-0.1334809;-0.23433913;0.05169767;0.70200814;0.23651687;0.45185518;-0.72237534;-1.2432526;0.46189042;0.53188484;0.36115854;0.035405192;0.31540263;0.53942624;0.18157946;-0.38117853;-0.038683201;0.58428663;-0.32397229;0.028542624;-0.11024854;-0.090853585;0.34444066;0.29367315;0.76985943;0.46189843;0.25674241;1.1647008;0.61771557;-0.2402001;0.67361208;0.20979055;0.75110981;1.0555208;-0.019858418;0.41397862;0.95529261;0.30307209;0.22678269;1.2696688;1.0237819;0.61068148;0.62766564;0.80483652;1.2576258;0.27824332;1.0116593;0.9481706;1.3131494;1.0568914;0.86802673;0.67285114;1.1699006;2.1533316;1.7303024;1.7757813;1.3131522;1.7217679;1.3942813;1.6833179;1.6204521;1.0843436;1.2366574;1.5008807;1.2621757;1.4077033;1.0258798;1.9108007;1.5197333;1.5488365;1.8204821;-1.5965186;-1.182911;-1.0735136;-1.6113624;-1.0643404;-0.97073635;-0.82728087;-0.95353773;-1.2701854;-1.7427579;-0.92594391;2
"829";-0.85298289;-1.4915728;-1.1759546;-1.769344;-1.2366113;-1.4434347;-1.3369975;-1.2179706;-1.0606737;-1.2045967;-1.4976855;-1.8520558;-1.0047727;-1.1441731;-1.6501332;-1.2569394;-0.82756238;-0.63422055;-1.5465619;-0.89222721;-1.0942331;0.86718806;0.69639578;0.66574226;0.79138409;0.61292208;1.3552508;0.631014;1.004081;0.73449012;0.33650715;0.12591965;0.54415329;0.62698877;0.85180264;0.89189658;1.4397986;0.68682557;0.84906362;0.62711557;0.46525234;0.25010658;0.88528479;0.68708666;0.58906854;0.56218166;1.1352702;0.80309923;0.51514615;0.82490943;0.16996202;1.1141193;0.56494782;0.26513238;0.70081294;1.4348811;1.5566835;1.0090342;0.98121728;0.63233921;1.1077814;0.93885555;0.72942218;0.96310568;0.32166873;0.36324503;0.875068;0.3894599;0.41672007;1.0814352;0.6953437;0.97397033;1.1468889;0.57032803;1.0449451;0.8827635;1.4056434;-0.02234161;0.70437928;0.80789878;1.1869063;1.0942382;0.10394147;0.80460848;0.062238037;0.74595798;1.0394925;1.1847623;0.89212256;0.43789014;0.88013144;1.3388016;0.77099642;0.36612643;0.099367655;1.1591465;0.74078905;1.1072889;-0.92067828;-1.2522153;-1.1459703;-0.60974203;-0.91139622;-1.5014026;-0.61467487;-0.81397878;-0.84289885;-1.6752715;-1.0481053;-1.0612525;-0.89367748;-0.99057611;-1.1159765;-1.5856674;-0.89715317;-1.1385066;-0.97666078;-1.121282;-1.0788724;-1.3086299;-1.0647154;-1.0646504;-1.0015428;-1.1405995;-1.5302746;-0.72642949;-1.6449837;-1.0279739;1
"585";-0.69462189;0.013443893;-1.4158125;-1.0191328;-0.63414914;-0.96905392;-1.3067416;-1.605464;-0.90747859;-0.24998994;-0.89857307;-0.71144383;-0.26281082;-0.21911112;-1.3061376;-0.52649239;-1.168675;-0.91717862;-1.1383732;-1.1442748;0.21903896;-1.0919714;-1.1163273;-1.0241795;1.3937608;1.7250207;1.4719692;1.4814277;1.6493886;1.2906752;1.4336667;1.7354346;1.523412;1.5745107;1.0991918;1.8299254;2.2512011;1.1418323;1.2073984;1.1143691;1.4731059;1.2358947;1.0733511;1.1166141;1.0600359;1.0626078;1.2333413;1.3152388;1.3050667;1.1609603;0.67825388;1.4686787;1.5621287;1.4696408;0.24303244;-0.43331296;1.4427871;1.6652906;0.94601773;1.4005235;-0.063255753;0.3113266;0.20014621;-0.18738255;0.6431394;0.99591211;0.50556337;0.84961991;0.27642943;-0.013705352;0.011634308;0.026637157;0.57077169;-0.066769005;-0.64129018;-0.07821971;0.39010919;0.014881143;0.59184787;0.26426597;-0.37948349;-0.34209402;0.18013654;0.052272614;0.40052734;0.15607412;0.45348578;-0.095171443;-0.20399279;-0.41091421;0.17925138;-0.3147476;-0.31346263;-0.73659255;-1.0443908;-0.32695898;-0.5931958;-0.19094772;-1.0015187;-0.57682891;-0.88754948;-1.3588803;-0.9719423;-1.2056837;-0.91185949;-1.2684942;-0.94947006;-1.5705896;-0.72920786;-1.6134393;-0.68689781;-1.9667469;0.085263886;-1.6054582;-1.0416648;-1.1064383;-0.88675266;-0.30058205;0.070584569;-0.61071298;-0.69696327;-1.116117;-0.88869525;-0.84933158;-0.56971349;-0.76777683;-0.87296676;-0.52195575;3
"130";-0.70759483;-0.53838594;-0.94720084;-0.95798707;-1.0258386;-1.2671505;-0.30727259;-0.89370696;-0.8105645;-1.6062446;-0.96501891;-0.53449058;-0.84133045;-1.0831716;-1.2944558;-1.2816671;-1.0286886;-1.1870615;-1.2030127;-1.1309955;0.73088213;1.6291972;1.4733028;1.2600185;2.1817864;1.3581603;2.0843333;1.7355036;2.1021588;1.0492436;1.4369686;2.5799556;1.2563785;1.3952018;1.2776923;1.1832327;1.5468084;1.4011874;1.1062526;1.3724287;1.4057794;0.93194248;1.6666947;0.93345805;0.87063316;1.3695211;1.0725732;0.8302115;0.86936877;0.64840732;1.1726218;0.88262777;0.62067045;0.54055467;0.78099053;0.24109354;0.59861617;1.0015531;0.5156512;0.87847056;0.041881705;-0.17832726;0.74612779;0.58154642;1.5310032;0.52998501;0.057866077;0.75203368;0.84214631;0.34585999;-0.79469437;0.048872755;-0.10400013;0.53406575;-0.14348592;0.078019099;0.07757146;0.10507728;0.39787197;-0.012414638;0.026198227;-0.76196469;-0.60988254;-0.59881819;-0.15432175;-0.14036345;-0.22198121;0.073644694;-0.61534946;-0.033620508;-0.49709094;-0.54787315;-0.73229412;-0.32447738;-0.4388962;-0.0043904241;-0.42675336;-0.79607851;-0.4005834;-0.17171598;-1.0821969;-1.1084187;-1.1120025;-0.91533613;-0.63346313;-0.9824403;-0.72160608;-0.48051806;-0.87432653;-0.40588158;-1.1989974;-1.3478191;-0.99826354;-0.85418709;-0.86037673;-0.98401265;-1.1077336;-0.91198161;-0.33128411;-1.3051771;-0.97127157;-1.6171445;-0.63394173;-0.7978375;-1.427842;-1.5642126;-1.1649179;-0.047496377;3
"35";-1.4489972;-0.69632829;-1.1507487;-0.82739123;-0.72460971;-1.4905148;-1.2958303;-1.2316365;-1.9468216;-1.1071517;-1.229837;-1.834828;-0.93020427;-0.5052728;-1.4242229;-0.80936686;-0.78817588;-0.89571541;-2.6114248;-0.32522917;-0.24893702;-1.287567;-0.27813757;-0.94850107;-1.0054429;-0.61769861;-0.93928884;-1.1258694;-0.16313875;-0.49211187;-1.2538955;-0.018323676;-1.682356;-0.8925206;0.038834547;-0.89441246;-0.64069684;-0.80085321;-0.96019657;-0.57269504;-0.39127158;-1.1276451;-0.55700496;-0.99622537;0.13796177;-0.61308889;0.27794483;0.32041177;0.31085115;0.19036728;-0.2655259;-0.81640471;-0.63098606;-0.13085322;-0.92729363;-0.436973;-0.11077847;0.24944772;-0.16033081;-0.04602784;0.20650098;0.41065357;0.025448913;-0.75566516;-0.29205467;0.047674284;0.56833955;0.025238485;1.1638834;0.49260997;0.27374508;0.21201546;0.7287599;-0.027879274;-0.040450683;-0.081210457;0.83056674;1.2425789;0.59736139;-0.060660228;0.34306368;0.92123763;0.46124712;0.33224745;0.025372221;0.52850946;0.91192123;0.16234062;0.18828956;0.87117608;0.78656548;1.3149845;0.80272157;1.0093844;0.88705624;0.7852734;1.2607607;0.45370321;1.2157848;1.3227017;0.71538316;0.6559534;1.2811561;1.5447496;0.85503092;1.0763834;1.4930495;1.304575;1.1982725;1.6012012;1.3189798;0.58045737;0.30698742;1.4931404;1.0307447;0.81845953;2.0645932;1.7222459;1.7521947;1.646374;1.8219758;1.6216936;2.2339513;-0.7322504;-0.92547536;-1.5525759;-1.4949689;-1.8025388;2
"34";-0.95458204;-0.87931115;-1.511062;-0.76396895;-0.70642888;-0.73821528;-1.3949158;-1.6626433;-1.8591865;-1.1166937;-0.9875888;-0.91869158;-0.51676276;-1.6568467;-1.0198771;-0.77524328;-0.99494732;-0.46175826;-1.2721855;-0.99906947;-1.8059159;-0.51382789;-0.4655362;-0.38329489;-1.1301808;-1.4864102;-1.7344826;-0.89592824;-0.81685976;-1.0637449;-0.97466833;-0.87863771;-0.40319068;-0.83467451;-0.32439752;-1.1378764;-0.50678297;-0.6751807;-0.21806054;-1.1626518;-0.50962715;-0.21871238;-0.43124105;-0.10644321;0.076019007;0.24228194;-0.25546861;0.27010405;-0.69635327;0.21882654;-0.85414929;-0.13097792;-0.87353804;-0.086357695;-0.45291333;-0.49648465;-0.30296302;0.58847811;-0.12704656;0.31342545;0.066628896;-0.39335416;0.0030278306;-0.2684807;0.8323253;-0.55259261;0.28603987;0.082208579;0.046708351;1.0676706;0.2000593;0.30131288;0.45431499;0.76133442;0.51106809;0.82820228;0.64078787;1.2496023;1.05917;0.70277311;0.96758189;0.15393658;0.37496145;0.52132872;1.2393768;1.2744168;1.1832818;0.98911624;0.64335599;0.90252661;0.85631112;0.30679655;1.2745083;1.1424082;1.0348115;1.8389392;0.59755524;1.114356;1.4584747;0.6295902;1.2121873;1.6572071;0.96605171;1.4567235;1.3219116;1.7871027;2.5472811;1.6401674;1.1526558;1.8329702;2.1002395;1.0422659;1.7287872;1.9767961;1.3425631;1.4629606;-0.66846226;-0.43066605;-1.1915453;-0.31301822;-1.3549353;-0.78338448;-0.59369626;-0.43556197;-0.8973799;-0.94225539;-0.76020545;-0.80377926;2
"573";-0.48698231;-0.89714938;-1.4879131;-0.40671118;-1.1412493;-0.021397115;-0.83788912;-1.3495922;-0.72560088;-0.5823795;-0.0044560712;-1.1019623;-0.44346517;-0.48623019;-0.53286325;-0.62455452;-1.1237202;-1.0827037;1.5456579;1.020884;1.7408435;1.8438841;1.7926059;1.1513335;1.7110659;2.0481561;1.8065006;2.1249532;2.144508;1.9721841;1.1495594;1.5588676;1.2974491;1.1848334;1.4805358;1.5104485;0.99696516;1.8907237;1.4075092;0.70999745;0.97407244;0.85459233;0.87472006;0.91694134;1.2850444;0.99152618;1.2946535;0.82742568;1.2141338;0.37434746;-0.15341338;0.4540198;0.31922449;1.1163136;0.3507563;1.2565801;0.13945457;0.6747638;0.26031953;-0.026232529;0.41734984;0.66572336;0.68967675;-0.035289977;-0.46428822;-0.12496963;0.60220671;-0.58024988;0.13168956;0.40491861;-0.14607526;-0.56766376;1.0834851;0.61382886;0.22361572;0.02091036;-0.65189973;-0.50674971;-0.57426921;-0.93892112;0.015735459;-0.84241994;-0.69594724;-0.2036799;-1.8069788;0.11622308;-0.88665419;-0.85161205;-0.75138511;-1.3141117;-0.96600761;-0.61842257;-0.84916706;-0.00043938375;-0.93915753;-1.2998391;-0.73929248;-1.1260272;-1.1441692;-0.58040733;-0.88380131;-0.75103578;-1.2202978;-1.2553016;-0.46774061;-0.74811068;-0.54918659;-0.31223375;-1.1161586;0.10349871;0.0029965262;-1.4103353;-0.21218172;0.23977711;-1.1543002;-0.97240689;0.03671187;0.68211147;-0.25721378;-0.9983732;-0.89686081;-0.67696105;-1.1053488;-1.1764041;-0.96039469;-1.2103389;-0.76301578;-1.4982525;3
"809";-0.36566294;-0.52384011;-0.47663956;-0.23849214;-1.6329339;-0.11819671;-0.51651071;-0.73720652;-0.91890351;-0.49276114;-0.61726043;-1.1703277;-0.23608806;-0.48069548;-0.46089407;-0.41181281;1.6917941;3.3281173;2.8278174;1.5539573;2.0724628;1.9567084;1.6755059;1.1696331;1.5306639;1.9943159;1.5750244;1.0537412;1.633788;2.1157603;1.2246953;0.82102325;1.3930323;1.5589982;1.9411952;1.3761339;1.1025447;1.5203799;1.6049393;1.0094595;1.130585;1.2154558;0.049860399;0.81074836;0.74157259;0.31597571;0.53285665;1.0759112;-0.1519576;0.25699042;-0.35240032;0.57216551;0.40620947;0.17232998;-0.4567449;0.74311568;0.30017337;0.54984555;0.48008724;0.80943665;-0.54643611;0.32946266;0.057161731;-0.36708273;0.021070112;-0.29454745;0.26696968;0.027297682;0.032044499;-0.26757274;0.33824297;-0.64327408;0.38372784;-1.1379108;-0.35445123;-0.39862953;-0.48867673;-0.52638516;-0.67382908;-0.31725724;-0.34590427;0.037571304;-0.23708242;-0.10941289;-1.2874074;-1.1457001;-0.71389277;-0.76860657;-0.48340199;-1.113702;-1.0794854;-0.84482938;-0.34284037;-0.7769941;-0.47046061;-0.40916162;-0.70424802;-0.8537528;-0.91244366;-0.80020173;-0.35346526;-0.50378227;-1.2832317;-0.49885179;-0.60819176;-1.5032306;-0.95688137;-0.89399192;-0.17118513;-0.91801036;-0.87856743;-0.82940399;-0.18509281;-0.35110297;-0.93353394;-0.53984684;-1.1794813;-0.62155225;-0.37188548;-0.48821139;-1.3864578;-1.3529402;-0.3729139;-1.4101555;0.079865556;-1.7551224;-0.37925637;-0.96716901;3
"9";-0.80371556;-0.048160532;-1.2992782;-1.0722798;-1.004018;-0.51145233;-1.1732155;-0.42206193;-0.77931962;-1.0305855;-0.93986722;-0.31624486;-1.0157915;-0.83954942;-0.88175329;-0.52385893;-1.4943161;-0.97704229;-1.1854062;-0.53754605;-0.90970421;-0.99280885;-0.14404907;-0.41761158;-0.92892552;-0.98542965;-0.74808792;-1.1212723;-0.59163954;-0.57610482;-0.34304568;-0.19215621;-0.63897524;0.05817203;0.39465613;0.14286705;-0.7212354;-0.47093988;-0.50914576;0.62108359;0.31205825;-0.64008943;0.12299694;-0.37004147;0.22541113;-0.33374307;-0.23195265;0.192395;0.83494802;0.80722088;0.41289603;0.53196335;0.066785425;0.47771411;0.84441627;-0.11677841;1.6858442;-0.092232764;1.4620247;0.58319725;0.76024985;0.89615231;1.0448882;1.5225677;0.13318418;0.85029089;1.1278408;0.57158159;1.2333739;0.93537058;0.10485428;1.6569312;1.4805752;1.217933;1.6881445;1.3160911;1.1768394;0.75154982;1.6960512;1.2029986;2.2688814;1.5618377;1.1802266;1.507661;1.574161;2.2195771;1.9527089;1.5847928;1.400484;2.4219723;1.9790782;1.5745662;1.8392649;-0.39215454;-0.62550815;-1.3916833;-0.60842231;-0.76520138;-0.92756696;-1.0459406;-0.89982213;0.0079994621;-1.0655061;-0.25011661;-0.55861856;-0.65189897;0.028629425;-0.8123752;-0.79399811;-1.0074848;-0.72315972;-0.62681193;-0.48690741;-0.27488328;-0.76919638;-0.9236149;-1.1266212;-0.054434835;-1.8488276;-0.54943211;-0.96826931;-0.35398297;-0.59589164;-0.60619449;-0.86444414;-0.70619191;-1.3886558;-0.65071018;2
"828";-0.93318107;-0.85072103;-1.556469;-1.0456289;-1.2102879;-0.68050487;-0.36677903;-1.770763;-0.96162682;-0.50093795;-0.91364159;-1.8125892;-1.0106178;-0.24624335;-0.65598936;-1.228093;-0.95943045;-2.0391964;-1.0287641;-1.3831327;-0.75928915;0.26616243;-1.7113356;0.0055798926;-0.19246128;0.61400931;-1.2543732;-0.86326775;-0.96908806;-0.57920274;-0.9408012;-0.15964046;-0.17961349;-0.29508855;-0.31579928;0.4719754;1.1366218;-0.3146227;-0.31865644;-0.85942141;0.13869796;-0.19883804;-0.8407372;-0.23347489;0.3191683;-0.01840698;-0.45945702;0.43752748;-0.4505599;-0.066296069;0.87391008;-0.5827004;-0.50187851;0.26459631;-0.51595754;-0.55872263;0.52957321;-0.65032946;0.031421005;-0.10089335;-0.18458376;-0.02423712;0.48626308;-0.26076831;-0.0032560237;0.98091335;0.5915048;0.7998434;0.098912225;0.5590588;0.50606381;0.078177059;0.97105554;0.58005452;2.0050104;0.63501634;1.0557292;0.9043529;1.0468336;0.18613924;0.54947916;1.0681749;0.69862262;1.4237667;0.50952725;1.0051233;1.4278796;0.7246985;0.80813261;1.7576295;1.032384;0.90162103;0.83161763;1.652218;1.0945312;1.8913352;1.1629754;1.3633313;1.606876;1.8219242;1.5178736;2.0662138;1.2565298;1.3806514;1.31812;1.8020356;1.3115523;1.9008249;1.4810521;-2.0141389;-1.2050135;-1.3314276;-1.3765167;-1.1184994;-0.96757477;-0.13781958;-0.47463208;-1.0878964;-0.67104439;-0.49388171;-0.78259832;-0.84676895;-1.0530117;-1.1649998;-1.0099721;-0.34236991;-0.10104878;-1.2433026;2
"625";-1.5805801;-0.51143865;-1.0631371;-0.93385109;-0.20868503;-1.563487;-0.10590761;-0.50845269;-1.255495;-1.0228413;-0.80282781;-0.65695822;0.17496254;-0.56264163;-1.0550362;-0.5790728;-0.65303819;-0.50625772;-0.57834715;-0.35839528;-0.98312336;-0.49778971;0.35871274;-0.4222721;-0.18625951;-0.37961736;-0.3108605;-0.54806883;-0.073342793;-0.044975057;0.44833324;-0.034165584;-0.71483904;-0.38168997;0.35231965;0.25004074;0.64438032;0.15822201;1.1231858;0.32409885;0.22716377;0.50932788;-0.10345397;0.04202107;1.1020077;1.0656721;0.52135575;-0.038574451;1.5377643;0.66411253;0.12048089;0.17663109;0.36174244;0.47889707;0.66952721;0.95718013;0.91929932;0.60135626;0.0045364721;1.8265387;1.1878632;0.90589162;1.1480769;0.85221779;1.1313181;1.2321213;0.86876646;1.5742237;0.95314137;1.2365016;0.33396429;1.9023491;1.8136759;2.3082325;1.7511717;1.5850337;2.2853506;0.95229171;2.3368575;1.4781537;1.1006537;2.7720706;2.0298082;2.2257987;-0.79322645;-1.079816;-1.2457515;-1.4239241;-1.1189622;-0.65947191;-1.0599278;-0.46914478;0.45866;-1.1467845;-0.56913924;-0.44991711;-0.37374685;-1.3389226;-0.036420784;-1.2991745;-0.56726811;-0.64380775;-0.80297778;-1.3129524;-0.79643989;-0.87776978;-1.1695959;-1.261601;-0.89200225;-0.52580451;-0.37677354;-0.9862673;0.39731651;-1.7963822;-0.16625343;-0.740463;-0.11558591;-0.82542448;-0.72777264;-1.0346147;-0.36544255;-0.27045908;-1.1857408;-0.32288497;-0.18858093;-0.67055242;-0.62173162;-0.90641895;2
"758";-0.77941269;-1.1683515;-1.2288493;-0.68527277;-0.37115506;-0.29283171;-0.68715208;-0.16427514;-0.98895892;-0.92789063;-0.83596045;-0.74193541;-1.1868338;-0.73189687;-0.038488496;-0.37746384;-1.2410658;0.38165736;-1.553276;-0.9736388;2.1615146;1.2759434;1.7036797;2.4575559;1.9150399;1.7447136;2.1007888;0.77623149;3.1715507;2.6321517;1.3105833;1.4019324;1.8403377;0.94525614;2.1162003;1.6164829;1.1777369;0.80738052;1.0105182;1.5745236;1.4835149;1.4567714;0.85256823;0.53203604;1.2233515;1.4122101;-0.12246094;0.83797326;1.2626136;0.98518629;0.61042387;0.92131794;0.074720625;-0.10156649;0.35146595;-0.32657299;-0.097679432;0.63722006;0.38764331;0.1689557;0.79560067;0.95604569;0.19184889;0.38871034;-0.75410919;-0.24171008;0.54591083;0.16887558;0.29193063;0.41945726;-1.0515308;-0.41419353;-0.86438852;0.66283054;-0.78150248;0.031235166;-0.10479121;-0.10035287;-0.99924115;-1.1713574;-0.20302025;-0.64395433;-0.48919832;-1.0583891;-0.64717109;-0.50408761;-0.11365423;-0.86686903;-1.4621682;-0.91863143;-0.15469944;-0.62429198;-0.86167426;-0.53356014;-0.59349471;-0.75088746;-0.17297024;-0.82348945;-0.45239261;-0.42194977;-1.0787589;-0.43953284;0.0031544237;-0.45367188;-0.84319703;-1.1962522;-0.12247161;-0.38380979;-0.84590231;-0.41986044;-1.3088745;-0.47001856;-0.52712307;-0.97410063;-0.90549925;-0.87292637;-0.48368367;-0.88225008;-0.89904893;-0.071322036;0.12604556;0.079391371;-0.97318968;-0.69286432;-0.84515618;-0.28282139;-0.34203149;-1.2637016;3
